powLv1,powLv2,powLv3,powLv4,powLv5,kelas
0.4484572621784245,0.22086015990621763,0.14393849197263467,0.10490342433761642,0.08184066160510681,B
0.44828824512348336,0.2213145510310651,0.14433485113254146,0.10496379993813472,0.08109855277477533,B
0.44891621502381535,0.22104937916101958,0.14374050724707482,0.10519757735293479,0.08109632121515545,B
0.44960039494177206,0.22114074498977235,0.14410676330772157,0.10493025056222402,0.08022184619850999,B
0.4518855322272488,0.22159353216477778,0.1439874224968635,0.10371754759512516,0.07881596551598477,B
0.44238227040767497,0.219559431489925,0.14497661976156537,0.10748954556881421,0.0855921327720205,B
0.4432697750487215,0.21995749723340285,0.14520511991852003,0.1070838597212837,0.08448374807807184,B
0.4482864761427072,0.2210138102891153,0.1435888483192298,0.10556143636951784,0.08154942887942968,B
0.4455656357152738,0.22052056829037783,0.14471117889457563,0.10592342239277237,0.08327919470700036,B
0.45360542106313445,0.22229079469653096,0.14361809707742348,0.10213428583892188,0.0783514013239892,B
0.4535823807588859,0.22195302363633793,0.14387391048106035,0.10291202907344729,0.07767865605026844,B
0.4560621443668447,0.22225515620032363,0.14266527851998784,0.10196482610142123,0.07705259481142261,B
0.44497767254442677,0.22040255576741513,0.14478074780697475,0.10669202037209932,0.08314700350908384,B
0.44960748542928863,0.2213421821157499,0.1437414133527525,0.10432228987269866,0.0809866292295103,B
0.4548916166750634,0.22231341819585979,0.14302993183003154,0.10301924458381911,0.07674578871522615,B
0.44061643523741567,0.2193879758241299,0.1454203276150481,0.10854144336427485,0.08603381795913151,B
0.45367635102769077,0.22224487912493573,0.1436798228073953,0.10287718249695671,0.07752176454302154,B
0.4586270698979699,0.2227833282476574,0.1427817451672449,0.09999836451167436,0.0758094921754534,B
0.4458103617896367,0.22041587480406982,0.14467479297051575,0.1062366054106527,0.08286236502512502,B
0.4503751647341406,0.22113129200542728,0.14394457593886287,0.10398302027044333,0.08056594705112595,B
0.44709771112854335,0.22063318202421223,0.1447725038101013,0.10560376538411458,0.08189283765302852,B
0.44931274992449177,0.22099873465857045,0.14426815654113734,0.10474689666986843,0.08067346220593197,B
0.4516394518986434,0.22229468255582807,0.14363604236176483,0.10310078636695953,0.07932903681680414,B
0.4455107443248676,0.2205064757958821,0.1447041381503121,0.1060797327026033,0.08319890902633494,B
0.45062481202407156,0.2213530008277595,0.14390558750961507,0.10442172615799826,0.0796948734805557,B
0.44251381287174,0.2201866418430891,0.14483201828159548,0.10741581415581156,0.08505171284776378,B
0.44556450302545814,0.22036587754995934,0.14467603876225926,0.10651853048561769,0.08287505017670548,B
0.4415916025572419,0.21958252159842975,0.1452166829590004,0.10789924784865584,0.0857099450366722,B
0.4517250214697557,0.2212306413802175,0.14397934352382494,0.10351903742677873,0.07954595619942319,B
0.4475066079246548,0.22102455467494334,0.14394583491280583,0.10550991511086466,0.08201308737673145,B
0.44825574359583176,0.2210179764119645,0.14365851842828686,0.10534228370233815,0.08172547786157863,B
0.4562270310353595,0.222709638193082,0.14261349349872657,0.10240347530112692,0.07604636197170497,B
0.46117315424240907,0.22310477198278492,0.14243109397249673,0.09887096155866235,0.07442001824364694,B
0.45205150798864624,0.22122084435386605,0.14360099457758746,0.10386426769313581,0.07926238538676449,B
0.45368046577867277,0.2224672856325213,0.14347479065130114,0.10270651040083743,0.07767094753666741,B
0.45291011062328995,0.22223131205705993,0.1430982399049809,0.1028060320143983,0.07895430540027092,B
0.45241459741573953,0.22223603031574524,0.1435187445438588,0.10340627079393619,0.07842435693072031,B
0.4498386852783109,0.22140391377809124,0.14375408755799468,0.10436019256641783,0.08064312081918533,B
0.4553838675420683,0.22270626437656682,0.14304568237121015,0.1019705071285848,0.07689367858156997,B
0.4538522655123668,0.22217525668323518,0.14323661160590578,0.10272152631375865,0.07801433988473365,B
0.45388138349136203,0.2221815124099817,0.14385087768205918,0.10225169511486046,0.07783453130173672,B
0.43814670665315253,0.21900520838138798,0.14593321973344603,0.10943867439675448,0.08747619083525895,B
0.45441835381334367,0.22253121483568772,0.1424734541183552,0.1027968187124447,0.0777801585201687,B
0.45162413610437846,0.22142584498675327,0.14356289604210756,0.10403049667411864,0.07935662619264201,B
0.4466863321481456,0.22070778236401217,0.14450434288822014,0.10583071957977304,0.08227082301984891,B
0.4506455832896611,0.22192893374364234,0.143054285514513,0.10434170810133071,0.08002948935085283,B
0.44014549965869343,0.2193893711032755,0.14558599955390542,0.10848499498411651,0.08639413470000917,B
0.4470374829305491,0.2207475506016351,0.14468428463529143,0.10576250484653932,0.08176817698598497,B
0.44634149172200493,0.22067400038299878,0.1443576356985761,0.10641561551570394,0.08221125668071631,B
0.45063860169544445,0.22121551824371471,0.14384875001737024,0.10441602540299479,0.07988110464047583,B
0.4382365003774747,0.21896721276826653,0.1459040480166009,0.10943302309708877,0.08745921574056907,B
0.4415899984540746,0.21961722783416876,0.14522889085123375,0.10793826278623093,0.08562562007429189,B
0.44465075308781127,0.2203751974714829,0.14472787806622503,0.10658663194976668,0.08365953942471421,B
0.4503840727921572,0.2216906026266724,0.14370241736421843,0.10452818666125344,0.07969472055569855,B
0.4522711284593505,0.22141378056653924,0.14311388151742366,0.10394680339432999,0.07925440606235658,B
0.4499806909930218,0.2214581971885452,0.1433864141721244,0.10447731231301828,0.08069738533329036,B
0.447532265762256,0.22059931856505072,0.14434395744737208,0.10586898351526061,0.08165547471006063,B
0.44045204380512315,0.21937515898461962,0.14546946871199687,0.10838070298176479,0.0863226255164955,B
0.4575142662723224,0.22210809248566413,0.14142252373336048,0.10215981686022862,0.0767953006484244,B
0.45740672687755907,0.2227460240731334,0.14244058238290502,0.10157958819609395,0.0758270784703086,B
0.4553631986389022,0.22173818022695638,0.1433701413910493,0.10232987843263268,0.07719860131045958,B
0.44185770297489074,0.21949780042899686,0.14482837748458152,0.10832659558941138,0.08548952352211954,B
0.45896531094437676,0.22257575568953084,0.14249987727069752,0.10053585140194446,0.07542320469345047,B
0.4486819042565925,0.22085649908441748,0.14366059464844555,0.10486889482586512,0.08193210718467941,B
0.45819249511759996,0.22214823749488677,0.1417224807827158,0.1014725414314902,0.0764642451733072,B
0.456476795935684,0.22185984804681452,0.1422334903025061,0.10144687810907038,0.07798298760592495,B
0.4542925886282252,0.22183186754188966,0.14288676664718333,0.10277547858991302,0.07821329859278886,B
0.45573572329346984,0.22318076435136966,0.1431963469793741,0.10125846924793772,0.07662869612784869,B
0.4565681933901663,0.22224214066242318,0.14257708761257623,0.10253780662818567,0.07607477170664866,B
0.44028590627541414,0.21925467932465162,0.14538081407007575,0.10848945138572415,0.08658914894413429,B
0.45723696827771587,0.22226003254874593,0.14155294476264293,0.10140461028022128,0.07754544413067388,B
0.45443621187981387,0.22160631020594396,0.14229243750672443,0.10322524348593548,0.07843979692158215,B
0.4557540563196851,0.22169161328078224,0.14275045701044708,0.10211175258708254,0.07769212080200304,B
0.44069831507536794,0.21945573811300542,0.14530489479426748,0.10831785588473244,0.08622319613262666,B
0.45803260280337643,0.22272322465732206,0.14212615193990566,0.10107837063424456,0.07603964996515129,B
0.4489529386724939,0.22099096128488588,0.14381370386408548,0.10534985270602154,0.08089254347251308,B
0.45564526794440025,0.22134903466700698,0.14241003012937375,0.10324753340336369,0.07734813385585539,B
0.44523852523345514,0.21991029184930974,0.14428307100553092,0.10694120747189889,0.0836269044398054,B
0.45316456731890337,0.22149039372827536,0.14306656139245583,0.10273099302762907,0.0795474845327365,B
0.4548413309230624,0.22187939784044838,0.1424914674219263,0.10298354215081165,0.0778042616637512,B
0.45433955992289915,0.2218545167762994,0.1424993240273928,0.10304892813566856,0.07825767113774015,B
0.4561808515779097,0.2219788213242779,0.14280483925554446,0.101642250892633,0.07739323694963493,B
0.43971757765972075,0.21916776861787726,0.1455998762401515,0.10873206501051613,0.08678271247173423,B
0.45746020755172784,0.2217396336311486,0.14200820544100962,0.10124177704970042,0.07755017632641348,B
0.4595430639167144,0.222916863432163,0.14189092668863496,0.10027555251417702,0.07537359344831063,B
0.44691710412697544,0.22066160446278046,0.14389760002193006,0.10604757466522294,0.08247611672309108,B
0.4560516547349739,0.22132809746386245,0.14231653339025274,0.1029106688418752,0.07739304556903581,B
0.4535440503164065,0.22218448236850802,0.143563142106103,0.10256427968898421,0.07814404551999835,B
0.45570048120183093,0.22245273211980307,0.1422488500897013,0.1016828091903402,0.07791512739832453,B
0.4578707397241619,0.22152600364674252,0.14113008831835802,0.10183342796629966,0.07763974034443795,B
0.453785067468302,0.2222478217008001,0.14343494069113355,0.10282394380840094,0.07770822633136333,B
0.45464050800073247,0.2217455155253313,0.14246479699161463,0.10290121556004087,0.07824796392228066,B
0.45345647266044775,0.2223917881699503,0.1439137202525875,0.10270488882167493,0.07753313009533952,B
0.4512620322321406,0.22170271610450684,0.14383457130775004,0.10402722521875458,0.0791734551368478,B
0.45369666562137856,0.22252421947956053,0.1427418855183531,0.10338342867035076,0.07765380071035703,B
0.44582066597975717,0.2205178622310693,0.14465500153423705,0.10594172915404436,0.08306474110089217,B
0.4526751397440108,0.22182168355386353,0.1430709149968979,0.1032884411839848,0.07914382052124304,B
0.4414976109241555,0.21951175116169708,0.1453426878986812,0.10800102569473705,0.08564692432072911,B
0.4501190321976458,0.22151093655387005,0.14349724356604396,0.1043158767666415,0.08055691091579854,B
0.4533718501302583,0.22262821730491877,0.14308241255144746,0.10287268485533704,0.07804483515803838,B
0.4478410279824734,0.22067652515511063,0.14462711163525,0.10499908902179243,0.08185624620537356,E
0.45232208038006383,0.22164142211733912,0.1438640209368911,0.10421088778289304,0.077961588782813,E
0.4556540189033067,0.22249060966697048,0.14220899913016785,0.10266007166975288,0.07698630062980215,E
0.4451688125866589,0.22033502041858158,0.14450722688789022,0.10710575441756225,0.082883185689307,E
0.44473518665205886,0.22044579542287937,0.14475768841297268,0.10676975391656608,0.08329157559552303,E
0.4449970717023544,0.22046034989263671,0.144853557579422,0.10645100548835634,0.08323801533723055,E
0.4513288804255278,0.22205603079045716,0.14325048100386975,0.10262707940510192,0.08073752837504329,E
0.44480050225895496,0.2207261578829804,0.14481769241525455,0.10629186107794043,0.08336378636486969,E
0.4447484671756859,0.22044347245009793,0.1450743887938632,0.10668994356290823,0.08304372801744467,E
0.4652326582824532,0.22552869556785915,0.140960487285904,0.09810912908739809,0.07016902977638563,E
0.4514469821631322,0.2214840581275126,0.1438682550752226,0.10407484201655637,0.07912586261757622,E
0.44503275074741083,0.220501644145052,0.1446983936141444,0.10677234817284997,0.08299486332054277,E
0.4476258563217269,0.22135104448556908,0.14445612838754968,0.10548847700290118,0.08107849380225314,E
0.44261304239041355,0.2198801750364461,0.1451099207724139,0.10752669000723673,0.08487017179348971,E
0.4430356223335654,0.22004224478425236,0.14485011917791243,0.10747238925501817,0.08459962444925158,E
0.4407485449768951,0.2195355942557687,0.14554249578912282,0.10837065172705806,0.08580271325115522,E
0.45324104964555867,0.22134054535390288,0.14280090400299783,0.10404087605114494,0.07857662494639558,E
0.4442440790305957,0.22011128543771216,0.144664663683173,0.10687437386235879,0.08410559798616028,E
0.4443109824904375,0.2202219249565097,0.14497816037638728,0.10689353255292935,0.08359539962373624,E
0.4459348029638626,0.22070101224776917,0.14440890232252415,0.10648862753147666,0.08246665493436728,E
0.44386949186103547,0.21990915257424118,0.14438724993408616,0.10751907456949687,0.08431503106114026,E
0.449715017604608,0.221433350119445,0.1434523239747293,0.10540056725959099,0.07999874104162674,E
0.4469122708081471,0.2208206362020883,0.14457815011640793,0.1049865042195241,0.08270243865383256,E
0.4476249746461363,0.22080509795533063,0.1442743879940714,0.10552445404679973,0.08177108535766192,E
